stt,text,label
155,"Tôi vẫn còn nóng giận sau khi vừa rời khỏi phòng thi đại học. Chuyện nó thế, tôi đã chuẩn bị kỹ lưỡng, nhưng mà giám khảo lại không hiểu ý của câu hỏi. Tôi viết về tác động của cuộc cách mạng công nghiệp lên đời sống người dân Việt Nam, nhưng họ lại hỏi về lý thuyết của Marx. À, rồi tôi nhớ ra, đó là câu hỏi chung chung, không ai biết rõ gì cả. Tôi cứ tưởng mình đã điên khi cố gắng giải thích. Tôi còn nhiều điều muốn nói, nhưng có lẽ chỉ có một mình tôi biết rõ tình huống này là một cái bẫy vô hình.",Anger
156,"Hôm nay tôi đã nhận được tin tức tuyệt vời từ bạn thân của mình. Bạn ấy vừa được công nhận vì đã dành nhiều thời gian để giúp đỡ trẻ em nghèo trong khu phố của chúng ta. Tôi nhớ rõ khi chúng ta cùng tham gia dự án này, bạn ấy luôn nhiệt tình và sẵn sàng giúp đỡ những đứa trẻ khó khăn. Tôi rất tự hào về bạn ấy và hy vọng mọi người sẽ tiếp tục ủng hộ dự án này.",Enjoyment
157,Tôi vừa nhận được hóa đơn điện thoại từ nhà mạng và tôi không thể tin được số tiền họ yêu cầu tôi thanh toán. Tôi đã sử dụng đúng gói mà mình đã chọn và không có lý do gì khiến họ tăng giá lên như vậy. Tôi cảm thấy bị lừa đảo và quyết định sẽ phản ánh về phía họ vì cách họ quản lý tài khoản của khách hàng quá kém.,Anger
158,"Sáng nay tôi ngồi im lặng bên bàn học, tay cầm lại tờ điểm thi, lòng nặng trĩu. Những con số không như mong đợi khiến tôi chẳng còn hứng thú để tiếp tục những ngày tháng ôn luyện nữa.",Disgust
159,"Ngày hôm nay là một ngày thật bất ngờ. Tôi vừa nhận được tin mừng từ trưởng phòng đào tạo công ty, nơi tôi đang thực tập. Sau nhiều tháng làm việc chăm chỉ và cố gắng cải thiện kỹ năng của mình, tôi đã được mời tham gia chương trình đào tạo dành cho tài năng trẻ trong ngành công nghiệp này. Tôi vẫn chưa hoàn toàn tin vào điều này, như thể tôi đang mơ hay đang thấy một giấc mơ đẹp. Tôi nhớ lại những lúc tôi phải vượt qua khó khăn và chinh phục thử thách để chứng minh bản thân, và bây giờ tôi nhận được một cơ hội như thế này. Tôi cảm thấy thật phấn khích và tự tin, nhưng cũng hơi ngỡ ngàng khi nghĩ đến tương lai đang mở ra trước mắt tôi. Tôi biết rằng đây là bước ngoặt quan trọng trong sự nghiệp của mình, và tôi sẽ phải cố gắng hết sức để nắm bắt cơ hội này. Tôi hy vọng sẽ học hỏi được nhiều điều mới mẻ và có thể áp dụng vào công việc của mình. Tâm trạng của tôi hiện tại thật khó nói, như thể tôi đang ở trong một giấc mơ mà chưa sẵn sàng thức dậy.",Enjoyment
160,"Ngày hôm nay tôi quyết định đi chợ sớm để mua rau sạch, nhưng không ngờ người bán hàng lại cố tình lấy tiền tôi mà không cho hàng. Tôi đợi mãi, gọi mãi, cuối cùng chỉ được một cái liếc mắt và một nụ cười hờ hững. Tôi tức đến muốn xé luôn tấm bảng giá. Ai bảo chợ sạch thì tôi sẽ đi chợ ở đây!",Anger
161,"Chiều nay thấy một bức ảnh đăng trên trang của người quen, hình một cái bát cơm bị đổ nhét đầy rau sống, cá mè, thậm chí có cả cọng rau thưa. Người đăng còn viết rằng ""được ăn uống no đủ"", rồi lại cười toe toét. Tôi ngồi lặng lẽ, lòng chẳng hiểu vì sao cái sự việc ấy lại khiến mình muốn lắc đầu, muốn tránh xa, như thể vừa chứng kiến một thứ gì đó thật sự vô vị và không sạch sẽ.",Disgust
162,"Sáng nay tôi nhận được thông báo về đề thi thử đại học của trường, trong đó có một môn tôi chưa từng học qua. Tôi ngồi lặng lẽ nhìn vào những câu hỏi đầu tiên, tim đập thình thịch như muốn thoát khỏi cơ thể. Mấy hôm nay tôi liên tục bị phân công làm thêm ngoài giờ học, đến nỗi sách vở còn nằm chồng chất trong góc phòng. Bây giờ, tôi mới hiểu tại sao mọi người nói rằng việc ôn thi là một cuộc chạy marathon chứ không phải sprint. Tôi bắt đầu lo lắng rằng mình sẽ không đủ thời gian để hoàn thành tất cả. Trong lúc đó, đồng hồ vẫn tick tick, như đang nhắc nhở tôi rằng thời gian đang trôi qua mà tôi chẳng thể bắt kịp.",Fear
163,Hôm nay tôi thật sự bất bình khi nhận được hóa đơn tiền điện cao hơn dự kiến. Tôi đã cố gắng tiết kiệm tiền điện bằng cách sử dụng đèn LED và tắt thiết bị khi không sử dụng. Nhưng hóa đơn lại tăng vọt do công ty điện lực tính thêm phí phụ trội vì số tiền điện sử dụng vượt quá mức cơ bản. Tôi cảm thấy không công bằng khi phải trả thêm một khoản phí không đáng có. Tại sao công ty điện lực lại không cung cấp thông tin rõ ràng về mức phí phụ trội trước khi gửi hóa đơn? Điều này thật sự khiến tôi khó chịu và muốn hỏi lý do tại sao.,Anger
164,"Hôm nay là ngày cuối cùng của kỳ thực tập tại công ty. Tôi không thể tin được rằng đã trôi qua chỉ trong một tháng ngắn ngủi. Tôi đã học được nhiều kỹ năng mới và có cơ hội làm việc cùng với đội ngũ chuyên nghiệp. Tôi rất tự hào khi được góp phần vào dự án quan trọng của công ty, dù là một phần nhỏ. Các đồng nghiệp cũng rất thân thiện và hỗ trợ tôi trong suốt thời gian này. Tôi sẽ nhớ những trải nghiệm này mãi sau.",Enjoyment
165,"Hôm nay tôi thật sự bực mình khi xem những video trên mạng xã hội. Có một nhóm người lại bắt đầu một cuộc tranh luận về vấn đề vệ sinh môi trường. Tôi đã từng nghĩ rằng họ là những người có ý thức, muốn đóng góp cho cộng đồng. Nhưng sau khi xem xét lại những bình luận của họ, tôi nhận thấy họ chỉ đang bới móc, chỉ trích và làm ảnh hưởng đến niềm tin của người khác mà không đưa ra bất kỳ ý tưởng hay giải pháp thực tế nào. Tôi chẳng thể hiểu tại sao họ lại có thể làm như vậy. Họ cứ cố gắng trở thành những ""tư tưởng"" hay ""nhà lãnh đạo"" trong mắt mọi người, nhưng thực tế họ chẳng có gì đặc biệt cả. Tôi không thể chịu được sự giả tạo và vô cảm của họ. Tôi chỉ mong họ hãy dừng lại, suy nghĩ kỹ trước khi nói.",Disgust
166,"Hôm nay, tôi thức dậy với cảm giác bất an sâu sắc. Mới được một tuần qua, bác sĩ vừa thông báo với tôi rằng tôi bị ung thư gan nhẹ, và cần phải theo dõi chặt chẽ. Tôi vẫn chưa kịp thích nghi với thông tin này, khi mà tôi vẫn đang cố gắng hiểu và chấp nhận nó. Tôi tự hỏi, liệu đây có phải là dấu hiệu đầu tiên của một cuộc chiến dài và khó khăn? Tôi nhớ lại những lần bác sĩ đã đề nghị tôi đi kiểm tra sức khỏe định kỳ, nhưng tôi luôn nghĩ rằng mình còn trẻ, khỏe mạnh và không cần phải lo lắng. Nhưng bây giờ, tôi thấy rằng tôi đã bỏ qua những dấu hiệu quan trọng. Tôi cảm thấy như đang đứng trước một con đường không rõ ràng, không biết phải đi theo hướng nào. Tôi muốn tìm kiếm sự giúp đỡ từ mọi người xung quanh, nhưng tôi cũng biết rằng không ai có thể thay mặt tôi đối mặt với thử thách này. Tôi sẽ phải tự mình làm việc chăm chỉ để đảm bảo sức khỏe của mình.",Sadness
167,"Mấy hôm nay mẹ cứ bắt tôi làm việc nhà mà không hỏi tôi có muốn không. Tôi đã nói rõ nhiều lần rằng mình đang học, nhưng bà vẫn hất hủi, như thể tôi là đứa con bất hiếu. Mấy bữa nay tôi cố im lặng, nhưng lòng cứ nóng lên. Đúng là cái cách người lớn lúc nào cũng muốn áp đặt, không biết lắng nghe con cái.",Anger
168,"Hôm nay tôi đã thức dậy sớm để chuẩn bị bữa sáng cho gia đình. Tôi đã đi chợ mua thịt heo và rau củ, sau đó quay lại nhà để nấu cơm. Bố mẹ tôi đã giúp tôi làm sẵn rau muống luộc và cà rốt xào. Tôi đã nấu cơm với nước dùng gà và thêm một ít nước tương vào để tạo hương vị. Khi cơm chín, tôi đã mời cả nhà đến bàn ăn để cùng nhau thưởng thức bữa sáng. Bố mẹ tôi đã đánh giá cao công sức của tôi trong việc nấu ăn. Tôi cũng đã hài lòng với việc đã có thể cung cấp cho gia đình mình một bữa sáng ngon miệng. Sau bữa sáng, tôi đã tiếp tục làm việc nhà khác như lau sàn và làm sạch các vật dụng trong nhà bếp.",Enjoyment
169,"Tôi vừa nhận được tin từ bạn gái tôi rằng cô ấy đã quyết định đi du lịch nước ngoài một mình, không báo trước một chút nào. Tôi vẫn chưa hết ngạc nhiên khi nghe tin này, nghĩ về những ngày tháng chúng ta cùng nhau lên kế hoạch cho chuyến đi này mà bây giờ cô ấy lại đi một mình. Tôi chỉ có thể trào cười khi nghĩ về cách tôi sẽ cố gắng thuyết phục cô ấy mang theo tôi.",Surprise
170,"Chiều hôm ấy, mẹ gọi điện bảo sẽ về quê vài ngày vì bố mẹ mệt. Tôi không nói gì, chỉ gật đầu. Mấy hôm nay, tôi thấy mọi thứ im lặng quá, như cả nhà đang thở dài mà không dám thở mạnh. Đêm qua, tôi thức dậy và thấy bàn ăn vẫn còn dọn chưa, cái ghế trống nơi bố thường ngồi. Tôi không biết vì sao lòng lại thấy trống vắng đến thế.",Sadness
171,"Hôm nay, tôi đã đến phòng khám để kiểm tra sức khỏe sau khi bị ốm. Tôi đã chờ đợi trong nhiều ngày trước khi quyết định đến đây. Khi vào phòng khám, tôi đã phải điền vào các giấy tờ và chờ đợi để được khám. Thợ may đã lấy lịch trình của tôi và yêu cầu tôi ngồi vào bàn khám.

Tôi đã nhìn thấy bác sĩ và cô đã bắt đầu hỏi về triệu chứng của tôi. Tôi đã giải thích về các vấn đề mà tôi đang gặp phải và cô đã lắng nghe rất cẩn thận. Sau đó, cô đã tiến hành kiểm tra và xét nghiệm để xác định nguyên nhân của vấn đề.

Tôi đã cảm thấy hơi lo lắng khi chờ đợi kết quả nhưng tôi biết rằng phải bình tĩnh. Bác sĩ đã nói với tôi rằng cần phải chờ đợi một chút trước khi có thể đưa ra kết luận. Tôi đã đồng ý và chờ đợi.

Sau khi chờ đợi khoảng một giờ, bác sĩ đã gọi tên tôi và đưa ra kết quả. Cô đã nói với tôi rằng tôi cần phải theo dõi và làm theo hướng dẫn của cô. Tôi đã hỏi về các bước tiếp theo và cô đã giải thích rõ ràng.

Tôi đã cảm thấy nhẹ nhõm khi biết rằng vấn đề không quá nghiêm trọng và tôi có thể điều trị tại nhà. Tôi đã đồng ý với hướng dẫn của bác sĩ và rời khỏi phòng khám.",Other
172,"Tôi vừa nhận được kết quả điểm thi đại học. Tôi đã từng hy vọng sẽ vào được trường đại học mơ ước của mình, nhưng hiện tại tôi chỉ còn một lựa chọn thứ hai. Tôi không thể tin rằng mình đã không đủ khả năng để giành lấy cơ hội tốt nhất. Tôi cảm thấy vô cùng thất vọng và tự hỏi liệu tôi có thể vượt qua khó khăn này hay không.",Sadness
173,"Ngày hôm qua mình vừa nhận được tin nhắn từ ngân hàng rằng mình có thêm một khoản tiền không rõ nguồn gốc, như kiểu trời cho mà không cần xin phép. Mình tưởng là lỗi hệ thống, nhưng kiểm tra lại nhiều lần, số tiền vẫn còn đó, đúng số mình đã gửi vào tài khoản cách đây ba tháng. Mình ngồi im lặng cả buổi, chỉ biết cười khanh khận vì không hiểu chuyện gì xảy ra. Có lẽ mình đã gửi tiền vào ngân hàng sai địa chỉ, nhưng sao lại đúng số? Cái cảm giác như đang mơ, hay là bị lừa, nhưng lại thấy vui vì không mất gì. Mình quyết định giữ tiền đó, vì ít nhất cũng không thiệt.",Other
174,"Sáng nay mở ví thấy tiền trong tài khoản giảm mất một cách bí ẩn, không biết là bị gian lận hay là mình mua gì đó mà quên. Đang định kiểm tra lại thì điện thoại đổ chuông, hóa ra là mẹ gọi bảo tiền gửi ngân hàng bị rút trộm. Cố gắng giữ bình tĩnh nhưng lòng cứ loạng choạng như đang đứng trên cầu vồng, sợ một cái bước chân sai là sẽ rơi xuống vực thẳm tài chính.",Fear
175,"Tôi vừa nhận được tin từ ngân hàng về việc tôi đã được phê duyệt khoản vay ưu đãi với lãi suất thấp hơn rất nhiều so với trước đây. Tôi vẫn nhớ khi nộp đơn vay mà nghĩ rằng cơ hội được duyệt là khá nhỏ, vì tôi không có tài sản đảm bảo để thế chấp. Tuy nhiên, ngày hôm nay tôi nhận được thông báo rằng đơn của mình đã được chấp thuận và tôi có thể nhận được tiền trong vòng 3 ngày. Tôi vẫn chưa hoàn toàn tin tưởng vào bản thân và phải kiểm tra lại thông tin để đảm bảo mọi thứ đều đúng như ngân hàng nói. Nếu thực sự là như vậy thì tôi sẽ có thể thanh toán một phần nợ cũ và giải phóng được nguồn thu nhập. Tôi sẽ cần phải suy nghĩ kỹ lưỡng về cách quản lý dòng tiền sau khi nhận được khoản vay này.",Surprise
176,"Tôi vừa nhận được tin báo bố tôi cần phải phẫu thuật khẩn cấp vào sáng mai. Tôi không thể rời mắt khỏi màn hình điện thoại, lòng tôi như bị đóng băng trong giây lát. Có thể là một cái gì đó nghiêm trọng, bố tôi luôn nói rằng anh ta khỏe mạnh nhưng tôi biết điều đó không thể đúng. Tôi đang cố gắng tự nhủ mình nhưng những ý nghĩ về tương lai không thể đoán trước khiến tôi không thể ngủ được đêm nay.",Sadness
177,"Tôi vẫn ngồi trong nhà, nhìn thấy những món đồ còn thừa từ cuộc sống vợ chồng tôi trước đây. Có lẽ là hôm nay cũng phải đến năm tháng nữa mới có thể bán được những món đồ này. Tôi thấy khó chịu khi phải đối mặt với những ký ức cũ, những thứ mà tôi từng yêu thương nhưng bây giờ chỉ là một sự gánh nặng. Tôi không thể nào quên được những ngày tháng ấy, dù biết rằng tôi phải di chuyển sang phía sau để tiến về phía trước. Lúc này, tôi chỉ muốn một mình yên tĩnh, không ai hỏi tôi điều gì.",Sadness
178,"Chiều hôm qua, tôi đi dạo gần hồ, thấy một đứa trẻ nhặt đá cuội ném vào mặt một cụ già đang ngồi thiền. Đá vỡ, máu me, nhưng đứa trẻ vẫn cười toe toét, còn người già chỉ lặng im, không hề động đậy. Tôi đứng lặng, tim đập thình thịch, cảm giác khó chịu lan tỏa từ trong lòng, như cái gì đó bẩn thỉu đã văng vào mắt tôi. Mùa hè thật kỳ quái, không chỉ nắng nóng mà còn đầy những điều đáng sợ, khiến tôi muốn chạy trốn khỏi cái không khí ngột ngạt ấy.",Anger
179,"Ngày hôm nay tôi thấy lòng mình rộn rã một cách kỳ lạ, như thể có điều gì đó đang âm thầm đe dọa. Công ty vừa thông báo sẽ tiến hành kiểm tra tổng thể nhân viên vào tuần sau, và tôi vô tình phát hiện ra một số tài liệu quan trọng chưa được lưu trữ đúng quy định. Tôi cố gắng che giấu nhưng tay run rẩy không ngừng. Sợ rằng nếu bị phát hiện, tôi sẽ phải đối mặt với hậu quả nghiêm trọng. Trong đầu tôi liên tục lặp lại những suy nghĩ tiêu cực, như thể mọi thứ đang trôi về phía chân trời. Tôi không biết mình có đủ sức để vượt qua giai đoạn này không.",Fear
180,"Tôi vừa nhận được tin từ Linh rằng cô ấy đã quyết định mua một căn hộ gần nơi tôi sống. Tôi vẫn chưa hoàn toàn tin vào điều đó, nó giống như một giấc mơ mà tôi không thể chạm vào. Chúng tôi đã cùng nhau tìm kiếm căn hộ trong hơn một năm nay, nhưng tôi không bao giờ nghĩ rằng chúng ta sẽ tìm thấy một căn hộ phù hợp đến mức độ như vậy. Tôi nhớ rõ ngày hôm qua, khi chúng ta xem căn hộ này lần đầu tiên, tôi đã nghĩ rằng nó quá lớn và đắt tiền. Nhưng nhìn thấy nụ cười trên gương mặt của Linh khi cô ấy nhìn thấy căn hộ này lần nữa, tôi biết rằng đây phải là nơi chúng ta sẽ sống cùng nhau. Tôi không thể tin rằng điều này đang trở thành hiện thực. Tôi cảm thấy như đang sống trong một giấc mơ, nơi mọi thứ đều có thể xảy ra. Tôi hy vọng rằng điều này sẽ mang lại cho chúng ta một cuộc sống ổn định và hạnh phúc hơn.",Enjoyment
