id,text,label,label_source,model,model_id,template_id,van_phong,do_dai,ngu_canh
qwen-Anger-0181,"Ngày hôm nay tôi vô tình phát hiện ra người khác đã dùng ảnh của mình mà không hỏi ý kiến, thậm chí còn thay đổi cách trình bày để phục vụ mục đích cá nhân. Tôi không hiểu vì sao họ lại có thể làm như vậy mà không chút ngại ngần. Điều đó khiến tôi rất khó chịu, bởi nó giống như một sự xâm phạm quyền riêng tư mà họ không hề quan tâm đến cảm xúc của người khác.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"trang trọng, chỉn chu như viết thư","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện nhỏ trong ngày
qwen-Anger-0182,"Ngày hôm nay thật sự khiến tôi chẳng muốn nhắc lại. Sáng đến lớp, tôi thấy cái nhìn thoáng qua của H., như có điều gì đó giấu sau ánh mắt ấy. Đến chiều, cô ấy mới dám hỏi tôi một câu: “Sao anh không giúp tớ lúc đó?” Tôi cười, nhưng trong lòng thì chẳng vui. Mấy hôm trước, khi nhóm làm bài tập, H. đã cố tình để tôi chịu phần khó nhất, rồi lại cười nhạt khi tôi vấp ngã. Giờ lại giả bộ hối hận, thật sự khiến tôi vô cùng khó chịu. Tôi không hiểu tại sao người bạn từng tin tưởng lại có thể làm chuyện ấy. Tôi sẽ không nói gì, nhưng chắc chắn sẽ không quên.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","dài (7-10 câu, khoảng 110-180 chữ)",tình bạn
qwen-Anger-0183,"Mấy hôm nay cứ đau đầu dữ dội, uống thuốc rồi vẫn không đỡ. Mấy đứa bạn nói chắc là virus, nhưng mình chẳng hiểu sao cứ thấy ghét cái bệnh này. Nhìn ai cũng thấy mệt, ăn gì cũng không ngon, mà còn bị người ta cười là ""điếc không thèm nghe"". Thật sự là mình muốn hét lên, nhưng lại không biết hét với ai.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","vừa (4-6 câu, khoảng 60-110 chữ)",sức khỏe
qwen-Anger-0185,"Mình vừa cãi nhau với Huy suốt nửa tiếng. Mình không hiểu tại sao anh ấy lại nói mình là người không trung thực. Mình đã cố gắng giữ kín bí mật đó, nhưng rõ ràng anh ấy đã đi tìm thông tin và công khai lên group. Mình thấy bị tổn thương, nhưng hơn hết là tức giận vì anh ấy không tôn trọng sự riêng tư của người khác. Mình không nói gì, chỉ lặng lẽ block anh ấy lại. Đôi khi tình bạn không phải lúc nào cũng đẹp như tưởng tượng.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","dài (7-10 câu, khoảng 110-180 chữ)",tình bạn
qwen-Anger-0187,"Sáng nay đi khám sức khỏe, bác sĩ nói tôi có dấu hiệu rối loạn chức năng gan. Tôi đã ăn uống rất cẩn thận, không hút thuốc, không rượu, nhưng sao cơ thể vẫn phản ứng như vậy? Tôi quá tức giận khi thấy những con số ấy, như thể nó đang đổ lỗi cho tôi, cho lựa chọn sống của tôi. Tại sao lại là tôi?",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"nghiêm túc, trầm tư","vừa (4-6 câu, khoảng 60-110 chữ)",sức khỏe
qwen-Anger-0188,"Ngày hôm nay thật sự khiến tôi khó chịu đến mức không thể chịu đựng được. Bữa sáng tôi đã dành cả buổi để ôn tập cho kỳ thi sắp tới, từng chút từng giờ đều rất nghiêm túc. Nhưng đến khi đi học, tôi phát hiện ra một số bạn trong lớp đã cố ý làm lộ đề thi trước đó. Họ không chỉ không giữ kín mà còn còn cười cợt, khoe khoang như thể đó là một trò chơi vui. Tôi cảm thấy lòng mình nóng lên, không biết nên nói gì, chỉ biết im lặng và chìm vào sự tức giận. Việc họ làm không chỉ phá hỏng công sức của những người khác mà còn khiến tôi mất niềm tin vào chính môi trường học tập này. Tôi sẽ không im lặng, dù có khó khăn đến đâu.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"trang trọng, chỉn chu như viết thư","dài (7-10 câu, khoảng 110-180 chữ)","học tập, thi cử"
qwen-Anger-0189,"Ngày hôm nay mưa to gió lớn, trời xám xịt như lòng tôi khi thấy anh ta nói những lời lẽ thiếu tôn trọng. Tôi chỉ im lặng, nhưng lòng đầy căm giận, không biết nên bắt đầu từ đâu.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"nghiêm túc, trầm tư","ngắn (2-3 câu, khoảng 30-60 chữ)","thời tiết, mùa trong năm"
qwen-Anger-0190,"Ngày nay mình bị đồng nghiệp bắt lỗi sai một cách vô lý, rồi còn dè bỉa cả nhóm. Mình cố gắng hết sức mà họ vẫn không nhận ra mình có cố gắng. Mình thật sự không hiểu tại sao lại phải chịu những điều bất công thế này. Mình muốn nói chuyện nhưng sợ bị ghét, nên chỉ im lặng mà lòng cứ trào lên thôi.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","vừa (4-6 câu, khoảng 60-110 chữ)","công việc, thực tập"
qwen-Anger-0191,"Ngày hôm nay thật sự khiến tôi không thể chịu được. Anh ấy lại tiếp tục bỏ sót công việc mà không hề hỏi ý kiến hay nhắc nhở, khiến cả nhóm phải bù đầu vào cuối tuần. Tôi đã cố gắng nói chuyện nhẹ nhàng, nhưng anh ấy chỉ lạnh nhạt, coi như không nghe. Cái cách anh ấy đối xử với đồng nghiệp khiến tôi vô cùng khó chịu, như thể mọi thứ đều không quan trọng với anh ấy.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","vừa (4-6 câu, khoảng 60-110 chữ)","công việc, thực tập"
qwen-Anger-0192,"Ngày hôm nay tôi thật sự tức giận khi thấy một người bạn cũ đăng lên mạng những lời lẽ thiếu sót, vu vạ vào danh dự của ai đó mà không hiểu rõ hoàn cảnh. Tôi không nói gì, nhưng lòng tôi rất nặng nề.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","ngắn (2-3 câu, khoảng 30-60 chữ)",mạng xã hội
qwen-Anger-0193,"Mẹ lại mua sắm thay tôi mà không hỏi, rồi còn cãi nhau vì cái áo cũ tôi không mặc nữa. Tức quá, cứ tưởng mình lớn rồi mà mẹ vẫn không hiểu gì.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","ngắn (2-3 câu, khoảng 30-60 chữ)",gia đình
qwen-Anger-0194,"Chiều nay, tôi gặp một người quen ở quán cà phê, tưởng như muốn hỏi thăm, nhưng họ lại bắt đầu nói những chuyện vô cùng nhạy cảm và thiếu tôn trọng. Tôi cố gắng giữ bình tĩnh, nhưng trong lòng rất khó chịu. Họ không hiểu rằng đôi khi chỉ cần im lặng cũng là cách ứng xử tử tế nhất.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện nhỏ trong ngày
qwen-Anger-0195,"Sáng nay đi khám sức khỏe, bác sĩ bảo tôi có dấu hiệu viêm gan nhưng không xét nghiệm rõ ràng. Tôi đã hỏi kỹ, họ nói cần làm thêm máu và siêu âm, nhưng hẹn đến tuần sau. Tôi tức quá, không hiểu vì sao lại trễ như vậy. Mình không phải người yếu đuối, cũng không phải không biết chăm sóc sức khỏe, nhưng cái cách họ xử lý thật vô trách nhiệm. Tôi đã góp ý thẳng thừng, họ chỉ cười và nói “chờ cho đủ điều kiện”. Tôi thật sự khó chịu, không phải vì bệnh mà vì thái độ của họ. Sức khỏe là thứ quan trọng nhất, sao lại để người ta lơ là như thế?",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","dài (7-10 câu, khoảng 110-180 chữ)",sức khỏe
qwen-Anger-0196,"Ngày hôm nay thật sự khiến tôi không thể chịu được. Tôi đã dành cả buổi chiều để kiểm tra lại hóa đơn, chỉ để phát hiện ra rằng công ty đã trừ tiền một lần nữa mà không có bất kỳ thông báo nào. Tôi đã từng nói rõ với họ rằng tôi không đồng ý với cách thu phí này, nhưng họ vẫn cứ làm như chẳng ai nghe. Tôi cảm thấy rất tức giận, không phải vì số tiền, mà vì sự thiếu tôn trọng và thiếu minh bạch của họ.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","vừa (4-6 câu, khoảng 60-110 chữ)","tài chính, chi tiêu"
qwen-Anger-0198,"Mình vừa bị mưa to đập đầu suốt cả buổi học. Mái trường toàn lợp tôn rỉ sét, nước mưa tràn ngập lối đi, cả lớp phải chạy mưa như con chuột. Thầy cô cũng không quan tâm, chỉ lo dạy bài. Mình thật sự tức, sao không có ai chịu sửa cái mái trường này. Mình muốn nói với ai đó, nhưng chẳng ai nghe.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","vừa (4-6 câu, khoảng 60-110 chữ)","thời tiết, mùa trong năm"
qwen-Anger-0199,"Mấy hôm nay tôi cứ giận dữ không hiểu vì sao, chỉ vì mẹ lại bắt tôi dọn dẹp nhà như thường lệ. Tôi đã nói rõ với bà ấy rằng tôi đang mệt, nhưng mẹ vẫn hét to, bảo tôi không có việc gì làm. Tôi cố gắng chịu đựng, nhưng trong lòng cứ rát bỏng. Sáng nay tôi không ăn sáng, ngồi im lặng ở góc phòng, mẹ thì thở dài, nhìn tôi mà như không thấy. Tôi biết mình cũng hơi trẻ con, nhưng tôi không thể chịu nổi nữa. Tại sao mọi người luôn coi tôi là đứa con yếu đuối? Tôi muốn được tôn trọng, chứ không phải là cái bóng của ai đó.",Anger,generated,qwen,Qwen/Qwen3-8B,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","dài (7-10 câu, khoảng 110-180 chữ)",gia đình
qwen-Fear-0000,"Sáng nay thấy Tú nhắn tin hỏi thăm lạ thường, lòng mình cứ rối bời. Không biết vì sao anh ấy lại nhắn như thể đang dè chừng điều gì đó. Mình cố hỏi vài câu, nhưng giọng run rẩy quá, sợ rằng mình đang làm tổn thương anh ấy.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","ngắn (2-3 câu, khoảng 30-60 chữ)",tình bạn
qwen-Fear-0001,"Ngày mai mình phải nộp báo cáo cuối kỳ, mà còn chưa biết nên viết gì, sợ boss phát hiện mình đang copy paste từ mạng, sợ bị bắt nạt vì không có đầu tư, sợ cả tuần làm việc chỉ để rồi... không có kết quả.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"hài hước, tự trào","ngắn (2-3 câu, khoảng 30-60 chữ)","công việc, thực tập"
qwen-Fear-0002,"Ngày mai mình phải nộp báo cáo cuối kỳ mà vẫn chưa biết làm sao. Cả tuần rồi cứ lết từng bước, đến giờ thì toàn bị trễ deadline. Mình cũng cố gắng nhưng cứ thấy mình như đang đi trễ tàu, không kịp nữa. Sáng nay boss nhắn tin hỏi tình hình, mình lỡ nói ""đang làm"" mà không dám nói thật. Giờ thì tim đập thình thịch, sợ sẽ bị kêu lên phòng, sợ cả tháng nay cố gắng chẳng được ai biết. Mình chỉ mong đừng có chuyện gì xảy ra, đừng để mọi thứ đổ vỡ.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","dài (7-10 câu, khoảng 110-180 chữ)","công việc, thực tập"
qwen-Fear-0003,"Chiều nay, tôi thấy mình hơi lạ. Không phải vì chuyện gì quá lớn, nhưng trong lòng cứ âm thầm lo lắng. Hằng ngày, tôi vẫn trò chuyện với Minh như bình thường, nhưng hôm nay, tôi không dám hỏi anh ấy về cuộc thi cuối tuần. Tôi biết mình không đủ giỏi để giành được giải thưởng, và nếu không đạt thì… tôi không biết mình sẽ đối mặt với điều gì. Câu nói “đừng đố kị” của anh ấy từng khiến tôi cảm thấy nhẹ nhõm, nhưng giờ lại như một lời nhắc nhở đau đớn. Tôi sợ mình sẽ mất đi sự tôn trọng của anh ấy, sợ rằng khi không thắng, tôi sẽ trở thành người thừa trong mắt anh. Tôi không muốn mất đi điều đó, dù chỉ là một chút.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"nghiêm túc, trầm tư","dài (7-10 câu, khoảng 110-180 chữ)",tình bạn
qwen-Fear-0004,"Tối qua, tôi nghe thấy tiếng điện thoại reo trong phòng, nhưng khi chạy đến, không ai gọi. Tôi nghĩ chắc là mình nhầm, nhưng rồi nó reo lại, lần nữa. Tôi lo lắng không biết có phải ai đó đang gọi tôi, hay có chuyện gì đó không may. Tối nay, tôi không dám ngủ, cứ mở máy lên liên tục, sợ rằng nó sẽ reo một cách bất ngờ, như một tín hiệu báo động mà tôi không kịp chuẩn bị. Tôi bắt đầu nghĩ rằng có lẽ mình nên tìm người tin cậy để nói chuyện, nhưng lại ngại vì sợ họ sẽ hiểu sai. Những lúc như thế, tôi cảm thấy cô độc, như đang đứng giữa một cái vách ngăn nào đó, không biết mình có đang chờ đợi điều gì, hay đang tự tạo ra nỗi sợ của chính mình.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","dài (7-10 câu, khoảng 110-180 chữ)",tình bạn
qwen-Fear-0005,"Ngày hôm nay tôi phát hiện ra ví tiền trong ví không còn tiền, nhưng lại có thêm một tờ hóa đơn chưa trả. Tôi ngồi im lặng nhìn vào cái ví như đang nhìn một con ma. Đúng là sống trong sợ hãi khi không biết mình đang nợ ai, và sợ nhất là không biết ai sẽ đòi tiền trước.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"hài hước, tự trào","vừa (4-6 câu, khoảng 60-110 chữ)","tài chính, chi tiêu"
qwen-Fear-0006,"Tối qua mình nhắn tin hỏi em có đi chơi không, em bảo đang đợi ai đó. Mình nghi ngợ vì lâu ngày không thấy em nhắc đến anh ấy. Mình cố giữ bình tĩnh nhưng tim đập thình thịch. Có lẽ mình nên hỏi rõ hơn, nhưng ngại quá. Mình sợ em đang hẹn hò với người khác mà không nói. Mình không biết mình nên làm gì nữa.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện tình cảm
qwen-Fear-0007,"Hôm nay phát hiện mình để chìa khóa nhà trong túi, mà túi lại bị đánh rơi ở bồn rửa. Ngồi đó mà tưởng tượng nó đã biến mất, chẳng biết ai sẽ tìm thấy, có lẽ là người dọn rác. Mình cứ lo toàn bộ tài sản trong nhà sẽ bị cướp, dù chỉ là trong mơ. Đúng là cuộc đời quá bất ngờ, mình còn chưa kịp thở thì đã bị hắt hê.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"hài hước, tự trào","vừa (4-6 câu, khoảng 60-110 chữ)",chuyện nhỏ trong ngày
qwen-Fear-0008,"Chiều nay, em thấy rùng rợn khi phát hiện bạn thân đã đổi cách nói chuyện với mình. Từ những lời quen thuộc, nay trở nên xa cách, như có gì đó che giấu. Em cố hỏi, nhưng giọng mình run rẩy. Có lẽ điều gì đó đang diễn ra, và em không biết bắt đầu từ đâu.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"nghiêm túc, trầm tư","vừa (4-6 câu, khoảng 60-110 chữ)",tình bạn
qwen-Fear-0009,"Tối qua mớ i gặp bn cũ, cái kiểu quen rồi cũng lạ. Mình nói chuyện nhẹ nhàng, nhưng mà tim đập thình thịch. Tụi mình không còn là bạn bè nữa, nhưng vẫn giữ liên lạc. Mình sợ mình sẽ lại nhớ, lại muốn quay lại. Cái cảm giác cứ như đang đi giữa đường, nghe tiếng còi xe, rồi đột nhiên bị dừng lại. Mình không biết mình đang đi đâu, cũng không biết mình có muốn đến nơi đó không. Rồi mình thấy mình đang đứng yên, không dám bước tiếp. Mình sợ mình sẽ lại bị thương, lại đau như thế.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","dài (7-10 câu, khoảng 110-180 chữ)",chuyện tình cảm
qwen-Fear-0010,"Hôm nay ngồi thiền để chuẩn bị cho kỳ thi giữa kỳ, tôi mới phát hiện ra mình chẳng còn là học sinh nữa – mình là con nợ của cả lớp. Từ hôm qua, tôi không còn ngủ được vì lo lắng không biết mình có đủ kiến thức để vượt qua những câu hỏi kỳ quặc trong đề cương. Mình đã ăn trộm sách vở của bạn, lén xem đáp án, rồi cả lúc đi vệ sinh cũng vẫn nhớ không trang nào đã học. Giờ thì mình cứ run rẩy mỗi khi mở sách, sợ rằng mình sẽ bị phát hiện đang ""lật sách"" trong giờ kiểm tra. Mình không biết mình có phải là người học hay chỉ là kẻ lừa đảo trong phòng thi.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"hài hước, tự trào","dài (7-10 câu, khoảng 110-180 chữ)","học tập, thi cử"
qwen-Fear-0011,"Hôm nay mình thấy sợ quá, thật sự. Mình vừa nhận được tin nhắn từ một người lạ, nói là họ biết mình từng làm điều gì đó sai trên mạng. Mình không hiểu rõ lắm nhưng cảm giác cứ như bị theo dõi. Mình check lại lịch sử, thấy có vài cái post cũ mà mình tưởng đã xóa hết. Giờ thì mình không dám mở app nữa, cứ run rẩy mỗi lần nhìn điện thoại. Chắc là mình đã để lộ thông tin rồi, không biết sẽ xảy ra chuyện gì nữa. Mình sợ nhất là bị ảnh hưởng đến cuộc sống thật, không phải chỉ là mạng.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","dài (7-10 câu, khoảng 110-180 chữ)",mạng xã hội
qwen-Fear-0013,"Mấy hôm nay tôi cứ lo thằng em trộm tiền gửi tiết kiệm của mình, không biết nó có bán lại cho ai không. Sáng nay thấy nó đi xe sang, lòng cứ rối, sợ tiền mình kiếm vất vả giờ hóa ra vô ích. Tôi định hỏi nhưng ngại, sợ làm hiểu lầm, mà cũng chẳng biết bắt đầu từ đâu.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","vừa (4-6 câu, khoảng 60-110 chữ)","tài chính, chi tiêu"
qwen-Fear-0014,"Ngày hôm qua, tôi nhận được thông báo rằng tài khoản ngân hàng của tôi bị khóa do nghi ngờ giao dịch bất thường. Tôi cố gắng kiểm tra lại lịch sử giao dịch, nhưng không tìm thấy bất kỳ khoản nào đáng ngờ. Dù vậy, tim tôi vẫn đập thình thịch, lòng đầy lo lắng. Tôi không biết mình có bị đánh cắp thông tin hay không, và nếu có, thì liệu có mất hết mọi khoản tiền đã gửi vào đó không? Tôi ngồi im lặng, tay run run, không dám mở điện thoại nữa, sợ rằng một tin nhắn nào đó sẽ làm tan vỡ mọi thứ. Mấy ngày nay, tôi luôn cảm thấy bất an, như đang đứng bên bờ vực sâu, không biết mình có còn đủ sức chống đỡ hay không.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"trang trọng, chỉn chu như viết thư","dài (7-10 câu, khoảng 110-180 chữ)","tài chính, chi tiêu"
qwen-Fear-0015,"Sáng nay mẹ bảo em bị sốt, không ăn được gì. Em sợ lắm, không biết mình có sao không. Nóng quá, đầu đau như búa dập. Mẹ nói phải đi viện, nhưng em lo sợ không biết mình có ổn không. Chẳng hiểu sao cứ thấy hụt hẫng, tim đập thình thịch. Em sợ chuyện này sẽ kéo dài, sợ không kịp cứu.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"tuổi teen, ngôn ngữ đời thường, nhiều từ viết tắt","vừa (4-6 câu, khoảng 60-110 chữ)",sức khỏe
qwen-Fear-0016,"Ngày hôm nay trời mưa to đột ngột, tôi đang đi làm thì bị sét đánh rơi xuống cây cối gần đó. Đúng lúc tôi đang mua bánh mì, mưa lớn như trút nước khiến tôi tưởng mình đang ở giữa rừng mưa Amazon. Tôi chạy vội về nhà, nhưng cửa lại bị khóa, tôi đành đứng dưới mưa, tay cầm chiếc áo mưa không biết nên mặc hay không.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"hài hước, tự trào","vừa (4-6 câu, khoảng 60-110 chữ)","thời tiết, mùa trong năm"
qwen-Fear-0017,"Sáng nay nhận tin nhắn ngân hàng rằng tài khoản bị trừ 5 triệu mà không biết vì sao, ngồi im lặng cả buổi, chỉ biết thở dài và thầm cầu xin đừng là tiền mua vé máy bay đi xa.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"hài hước, tự trào","ngắn (2-3 câu, khoảng 30-60 chữ)","tài chính, chi tiêu"
qwen-Fear-0018,"Ngày hôm nay, tôi thức dậy với tâm trạng bất an vì buổi thuyết trình sắp tới. Những slide còn rất nhiều lỗi, nội dung chưa được chuẩn bị kỹ, tôi lo lắng không biết sẽ xử lý thế nào nếu có sự cố. Càng nghĩ càng thấy mình yếu đuối, sợ rằng mình sẽ làm hỏng mọi thứ, khiến cả nhóm phải chịu hậu quả. Tôi cố gắng tập trung vào từng chi tiết nhỏ, nhưng tim vẫn đập thình thịch như muốn thoát khỏi cơ thể.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"trang trọng, chỉn chu như viết thư","vừa (4-6 câu, khoảng 60-110 chữ)","công việc, thực tập"
qwen-Fear-0019,"Sáng nay tôi nhận được tin nhắn từ người quen nói rằng họ sẽ đến nhà chơi vào chiều nay. Tôi đã chuẩn bị sẵn sàng, nhưng rồi đến khoảng 3 giờ chiều, tôi bắt đầu lo lắng vì chưa thấy bóng dáng ai. Điện thoại im lặng, tin nhắn không được hồi đáp. Tôi ngồi đợi trong phòng khách, lòng dần trở nên bất an. Có lẽ họ đã thay đổi kế hoạch, nhưng tôi không dám gọi điện hỏi. Mấy hôm nay tôi cứ nghĩ rằng chuyện gì đó sẽ xảy ra, mà không biết rõ là điều gì. Tâm trạng tôi như treo lơ lửng giữa hai khả năng: họ đến hay không đến. Tôi cố giữ bình tĩnh, nhưng lòng vẫn đầy lo sợ.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","dài (7-10 câu, khoảng 110-180 chữ)",chuyện nhỏ trong ngày
qwen-Fear-0020,"Tối qua em ngủ chưa yên vì nghĩ đến anh. Anh nhắn tin hỏi có đi chơi không, nhưng em thấy tim đập thình thịch. Em không biết vì sao lại lo lắng đến thế, như sợ anh sẽ không đến. Cửa phòng em vẫn còn mở, gió thổi qua khe hở khiến em lạnh toát. Em cố gọi anh, nhưng điện thoại im lặng. Càng nghĩ càng thấy bất an, như đang đứng giữa đường ray, không biết bước tiếp hay quay lại. Em sợ mất anh, sợ mình không đủ tốt để giữ được anh. Em không dám ngủ, sợ giấc mơ sẽ đưa em đến một nơi mà anh không còn ở đó.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","dài (7-10 câu, khoảng 110-180 chữ)",chuyện tình cảm
qwen-Fear-0021,"Sáng nay thấy tin nhắn từ bạn cũ hỏi thăm, lòng bỗng dâng lên chút lo lắng, sợ rằng mình đã đánh mất điều gì quan trọng khi không còn liên lạc. Chẳng biết vì sao, cứ cảm thấy như có thứ gì đó đang trôi mất giữa dòng đời.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","ngắn (2-3 câu, khoảng 30-60 chữ)",mạng xã hội
qwen-Fear-0022,"Ngày hôm nay, tôi thấy mẹ dường như lo lắng hơn bình thường, liên tục kiểm tra đồng hồ, hỏi tôi có hẹn gì quan trọng không. Tôi đoán có lẽ bà sợ tôi sẽ gặp chuyện ngoài ý muốn, nhưng không dám hỏi trực tiếp.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"người lớn, điềm tĩnh, câu văn đầy đủ","ngắn (2-3 câu, khoảng 30-60 chữ)",gia đình
qwen-Fear-0023,"Ngày hôm nay tôi cứ ngồi trong phòng mà hồi hộp không thôi. Sáng nay trưởng phòng bảo tôi đi làm thêm một dự án quan trọng, nhưng tôi chẳng hiểu gì về nó. Cố gắng tìm thông tin thì thấy deadline chỉ còn 3 ngày nữa. Tôi lo lắng không biết mình có đủ khả năng để hoàn thành không. Càng nghĩ càng thấy mình như con mèo lạc trong rừng, chẳng biết đường nào là lối thoát. Đang định hỏi thêm thì đồng nghiệp kia bảo đừng nên hỏi nhiều, họ cũng đang chạy theo cái deadline ấy. Tôi thở dài, lòng cứ bồn chồn, sợ sẽ trượt luôn.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"thân mật, xưng hô suồng sã như nói chuyện với bạn thân","dài (7-10 câu, khoảng 110-180 chữ)","công việc, thực tập"
qwen-Fear-0024,"Chiều nay, tôi nhận được tin nhắn từ giáo viên rằng đề thi tháng này sẽ có phần nâng cao, không có sẵn trong sách giáo trình. Tôi ngồi im lặng, tay run run, lòng trào dâng nỗi lo không biết làm sao để vượt qua.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"trang trọng, chỉn chu như viết thư","ngắn (2-3 câu, khoảng 30-60 chữ)","học tập, thi cử"
qwen-Fear-0025,"Ngày hôm nay tôi thấy lòng mình rộn rã một cách kỳ lạ, như thể có điều gì đó đang âm thầm đe dọa. Công ty vừa thông báo sẽ tiến hành kiểm tra tổng thể nhân viên vào tuần sau, và tôi vô tình phát hiện ra một số tài liệu quan trọng chưa được lưu trữ đúng quy định. Tôi cố gắng che giấu nhưng tay run rẩy không ngừng. Sợ rằng nếu bị phát hiện, tôi sẽ phải đối mặt với hậu quả nghiêm trọng. Trong đầu tôi liên tục lặp lại những suy nghĩ tiêu cực, như thể mọi thứ đang trôi về phía chân trời. Tôi không biết mình có đủ sức để vượt qua giai đoạn này không.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"trang trọng, chỉn chu như viết thư","dài (7-10 câu, khoảng 110-180 chữ)","công việc, thực tập"
qwen-Fear-0027,"Chiều nay, tôi phát hiện một tài khoản giả mạo của mình đang đăng tải những thông tin sai lệch. Tôi cố liên hệ nhưng không được hồi đáp. Sợ hãi lan rộng trong lòng, tôi không biết liệu có ai đang theo dõi hay không. Mỗi lần mở điện thoại, tim tôi đều đập mạnh, như thể có thứ gì đó đang âm thầm đánh đổi cuộc sống của tôi.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"nghiêm túc, trầm tư","vừa (4-6 câu, khoảng 60-110 chữ)",mạng xã hội
qwen-Fear-0028,"Ngày hôm nay, cái lạnh se sắt từ ngoài cửa sổ thấm vào từng hơi thở, khiến lòng tôi rùng rợn khó tả. Mùa đông đã đến, nhưng không khí như mang theo một sự im lặng kỳ lạ, như nếu thiên nhiên đang âm thầm chuẩn bị cho điều gì đó không mong muốn. Tôi ngồi bên cạnh cửa, nghe tiếng gió thổi qua kẽ lá, từng cơn run rẩy trong người như nhắc nhở tôi về sự nguy hiểm tiềm tàng. Những cơn mưa lớn bất chợt, những đám mây đen kéo dài như tấm vải che kín bầu trời, khiến tôi lo lắng về một trận lũ quét đột ngột. Tôi không biết tại sao, nhưng tim tôi đập mạnh hơn, như nếu có điều gì đó sắp xảy ra, và tôi chẳng thể ngăn cản.",Fear,generated,qwen,Qwen/Qwen3-8B,diary_v5,"trang trọng, chỉn chu như viết thư","dài (7-10 câu, khoảng 110-180 chữ)","thời tiết, mùa trong năm"
